Date of Lead Publication,Date Imported,Lead Title,Lead URL,Author,Source,Modified Excerpt,Original Excerpt,Operational Environment - Dimension,Operational Environment - Subdimension,Context additional tags - Dimension,Context additional tags - Subdimension,DEMOGRAPHIC GROUPS,AFFECTED GROUPS,SPECIFIC NEEDS GROUPS,Information Date (From),Information Date (To),Colombia Polygons,Country,Country (code),Departments,Departments (code),Municipalities,Municipalities (code),Sectoral Information - Dimension,Sectoral Information - Subdimension,Sectoral Information - Sector,Sectoral Information - Subsectors,DISPLACEMENT PROFILE DETAILS,Reliability,Severity,DISPLACEMENT PROFILE DETAILS
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f0eea00e-83c8-4d6c-99a0-c8296b8fd471/b98e4f4e-2ba.jpeg,,,,,,,Migrants,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,WASH,Sanitation,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f0eea00e-83c8-4d6c-99a0-c8296b8fd471/b98e4f4e-2ba.jpeg,,,,,,,Displaced,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,WASH,Sanitation,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f0eea00e-83c8-4d6c-99a0-c8296b8fd471/b98e4f4e-2ba.jpeg,,,,,,,Migrants,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,WASH,Hygiene,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f0eea00e-83c8-4d6c-99a0-c8296b8fd471/b98e4f4e-2ba.jpeg,,,,,,,Displaced,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,WASH,Hygiene,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f6990306-16bb-497a-9246-183e0a473e00/3a24250e-109.jpeg,,,,,,,Migrants,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f6990306-16bb-497a-9246-183e0a473e00/3a24250e-109.jpeg,,,,,,,Displaced,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f6990306-16bb-497a-9246-183e0a473e00/3a24250e-109.jpeg,,,,,,,Migrants,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Education,,,Usually Reliable,Of Concern. Monitoring required,
03-12-2019,09-12-2019,Migración: la acción del CICR Enero a octubre 2019,https://reliefweb.int/sites/reliefweb.int/files/resources/Migraci%C3%B3n%20-%20la%20acci%C3%B3n%20del%20CICR%20-%20Enero%20a%20octubre%202019.pdf,International Committee of the Red Cross,Redhum,https://api.thedeep.io/private-file/f6990306-16bb-497a-9246-183e0a473e00/3a24250e-109.jpeg,,,,,,,Displaced,,01-01-2019,31-10-2019,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Education,,,Usually Reliable,Of Concern. Monitoring required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Children (< 18 years),Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Displacement,,,Children (< 18 years),Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Children (5 to 17 years old),Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Displacement,,,Children (5 to 17 years old),Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Infants/Toddlers (<5 years old),Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Displacement,,,Infants/Toddlers (<5 years old),Migrants,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Children (< 18 years),Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Displacement,,,Children (< 18 years),Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Children (5 to 17 years old),Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Displacement,,,Children (5 to 17 years old),Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Infants/Toddlers (<5 years old),Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Displacement,,,Infants/Toddlers (<5 years old),Displaced,,,,,Colombia,Colombia,,,,,HUMANITARIAN CONDITIONS,Persons/groups with Specific Needs,Protection,Child Protection,,Usually Reliable,Important problem. Middle to short term intervention required,
04-12-2019,09-12-2019,Humanitarian Action for Children 2020 - Children and populations affected by the migration flows from the Bolivarian Republic of Venezuela,https://reliefweb.int/sites/reliefweb.int/files/resources/2020-HAC-Children-on-the-move.pdf,UN Children's Fund,Redhum,"Countries in Latin America and the Caribbean are hosting over 3.7 million Venezuelan migrants
and refugees out of the 4.5 million Venezuelans migrating worldwide. The Bolivarian Republic
of Venezuela is the country of origin for the second largest number of people displaced across
international borders. Brazil, Colombia, Ecuador, Guyana, Peru and Trinidad and Tobago are
hosting at least 2.8 million people – 77 percent of all migrants and refugees in the region. The
projection for 2020 is that 6.5 million people will need assistance, including 1.9 million children,
compared with 1.18 million children in 2019. The most disadvantaged indigenous populations
are among those in need. The tighter immigration policies adopted by several countries in
2019 established requirements that often cannot be met. This new development has
increasingly led migrants to consider irregular routes and has hampered the monitoring of
children on the move, ultimately depriving these children of access to regular status and basic
social services and preventing the integration of the most vulnerable, including indigenous
people. Children and adolescents are at risk of family separation, insecurity, trafficking,
exploitation, child recruitment and gender-based violence. The scale and urgency of the
needs have strained limited capacities to absorb additional demand, and prevented children
from accessing child protection, education, health, nutrition, water, sanitation and hygiene
(WASH) and social protection services. The migration flows include an increased number of
families and young children hoping to reunite with their relatives. While humanitarian needs
vary from country to country, it is clear that the crisis is evolving and more people are looking
for opportunities in the main cities. This requires enhanced efforts to foster integration and
build the long-term resilience of both migrants and host communities. Humanitarian and
development partners must strengthen joint efforts with governments to respond to this crisis",,Displacement ,Push/pull factors,,,Children (< 18 years),Migrants,,,,,Colombia,Colombia,,,,,RESPONSE AND CAPACITIES,International ,Cross-sector,,,Usually Reliable,Important problem. Middle to short term intervention required,
